55976,-0.010131,-0.009856,-0.042018,0.008093,0.019326,-0.027516,-0.006499,0.001811,0.014365,0.00713,0.015044,0.015015,-0.101832,-0.027521,0.013658,0.001294,0.002476,-0.017182,-0.016499,-0.010332,-0.00348,0.013631,-0.010225,-0.014822,0.007978,0.009099,-0.007326,0.002612,-0.007135,-0.001825,0.018969,-0.019289,0.005718,0.002615,-0.011794,-0.019738,0.02435,-0.016571,0.019988,0.013672,-0.03844,0.014611,0.004839,0.006764,-0.012755,-0.00473,0.00197,-0.006246,-0.005587,0.006906,0.009533,0.012206,-0.003754,0.003654,-0.010354,-0.010117,0.004994,0.007396,0.008833,-0.007391,0.013404
83443,0.013387,-0.037422,-0.058914,0.022561,-0.004323,-0.044667,0.024031,0.014641,-0.004525,0.012879,0.016755,-0.000539,-0.003631,-0.009998,-0.001443,0.010113,0.038765,-0.004558,-0.011733,-0.027365,-0.000943,0.009437,0.006446,-0.001222,0.004846,0.037264,-0.00526,-0.0127,-0.010233,0.00401,-0.004138,-0.014351,0.003726,0.000391,-0.035151,-0.02616,0.035748,-0.016003,0.002651,0.014288,-0.022458,0.01518,0.010861,0.003698,-0.026687,-0.000818,0.012645,-0.013044,0.014906,-0.005703,0.006193,0.005297,0.001204,0.004361,-0.001248,-0.003548,-0.013138,0.0,0.001169,0.001015,-0.017746
38703,0.001824,-0.021981,-0.092243,-0.015131,0.004539,-0.037192,0.013177,0.006592,0.026549,0.026724,0.007893,-0.001166,0.0,-0.00367,-0.015403,0.006121,0.01352,-0.012673,-0.013511,-0.018832,0.001745,0.003135,-0.009029,-0.008236,0.00212,0.026622,-0.003606,-0.007928,-0.016157,0.003532,-0.016365,-0.007513,-0.010454,-0.002004,-0.041248,-0.029507,0.025696,-0.022758,0.007436,0.018065,-0.020225,0.014216,0.015937,0.006615,-0.019339,0.000383,0.007081,-0.013113,0.014828,-0.034345,-0.001769,-0.004528,-0.003559,0.022822,0.019791,0.000951,-0.001901,0.011426,-0.012615,-0.001526,-0.007639
59328,-0.010179,-0.03148,-0.03532,0.015499,0.006457,-0.054204,0.02807,0.020023,-0.008253,0.020693,0.0119,-0.00784,0.016681,-0.008204,-0.003047,0.04214,0.028913,0.01629,-0.012422,-0.029418,0.023829,0.015721,0.019297,0.012029,-0.011302,0.028577,-0.012838,0.005047,0.001545,-0.018897,0.0057,-0.006644,0.014165,0.000194,-0.014158,-0.02892,0.063209,-0.024581,-0.031061,0.05,-0.060676,0.016967,0.004824,0.007802,-0.03156,0.015577,0.034712,-0.003316,0.031703,-0.016313,0.010413,0.021756,0.001307,-0.025928,-0.013213,-0.008345,0.006849,-0.001361,0.032503,-0.006032,-0.021051
14541,0.001755,-0.055666,-0.050261,0.04049,-0.016129,-0.025935,0.010686,0.004229,-0.006054,0.003001,0.000176,-0.003466,-0.010344,-0.017301,0.007611,0.02457,0.017852,-0.008639,-0.014876,0.001072,-0.00357,0.013526,0.004419,0.001672,-0.004304,0.034142,-0.003668,-0.002826,-0.01142,0.003909,-0.001557,-0.013085,0.005356,0.022183,-0.028537,-0.006332,0.020977,-0.005982,-0.022327,0.017306,-0.015784,0.023076,-0.003048,0.024546,-0.021571,0.010631,0.024746,0.003366,-0.000168,0.005787,0.006504,0.006297,0.01943,-0.000888,-0.011317,0.010384,-0.008416,0.001469,0.012223,0.019321,-0.011926
92655,-0.006588,-0.0142,-0.051147,0.023452,0.002842,-0.041449,0.020789,0.021407,0.004209,0.009442,-0.012064,0.014822,-0.011815,-0.00675,0.008706,0.013519,0.016945,-0.006579,-0.027353,-0.007561,0.003297,0.014166,-0.009633,0.004819,-0.007876,0.003115,-0.0118,0.018719,-0.006874,0.018192,-0.007059,-0.012332,0.007687,-0.017462,-0.034153,-0.01236,0.030675,-0.005067,0.002477,-0.020595,0.014953,0.033978,0.018746,0.001224,-0.022308,-0.005492,0.018228,-0.021562,0.010545,0.000178,0.026931,0.035733,-0.009013,-0.002707,-0.002969,-0.003063,-0.000512,0.002903,0.009068,0.013289,-0.015738
92611,0.011994,-0.03826,-0.038376,0.031823,-0.002667,-0.048391,0.021606,0.018484,-0.001013,0.020955,0.013738,-0.003517,0.001313,-0.01295,-0.000415,0.021183,0.013504,-0.009792,-0.003485,-0.020661,0.003073,0.009191,-0.006728,0.006526,0.003037,0.018737,-0.002169,-0.008371,-0.005032,0.006771,0.009075,-0.0106,0.013798,-0.01353,-0.026213,-0.024919,0.031111,-0.026857,-0.003492,0.022481,-0.010283,0.006842,0.005117,0.011518,-0.028798,0.009261,0.016247,-0.007787,0.01077,-0.002643,0.009358,0.015753,0.005493,-0.004177,0.001936,0.002093,-0.025631,-0.000495,0.048428,-0.00842,0.006904
21936,0.00351,-0.005973,-0.052991,0.017595,-0.008503,-0.038593,0.01576,0.014637,0.008078,0.007155,0.014777,0.015402,-0.006895,-0.006943,-0.000559,0.014549,0.02289,-0.007819,-0.013315,-0.018728,0.008981,0.004729,-0.006644,0.001394,0.015864,0.007397,-0.004351,0.003824,-0.010884,0.006327,0.005467,-0.012235,0.0,-0.001652,-0.018473,-0.03118,0.015947,-0.000856,0.008283,0.005383,-0.012398,0.017974,0.012612,-0.011071,-0.015673,0.008246,0.013818,-0.004451,0.014809,0.0,0.005782,-0.005475,0.004404,0.001096,0.002738,0.004641,0.007065,-0.010254,0.004635,0.004071,-0.010541
17778,0.007808,-0.035471,-0.059617,0.025034,-0.006601,-0.043189,0.021319,0.016319,-0.004817,0.011782,0.016591,3e-06,-0.003582,-0.011066,-0.000418,0.008679,0.03982,-0.005634,-0.013027,-0.023543,0.000509,0.004619,0.008227,-0.000811,0.003077,0.038674,-0.005801,-0.011667,-0.010774,0.003044,-0.003116,-0.01497,0.00366,0.001628,-0.034625,-0.027595,0.037211,-0.016193,0.001327,0.013757,-0.019024,0.011724,0.010106,0.006337,-0.025684,-0.00452,0.013274,-0.011151,0.012863,-0.003804,0.00436,0.005115,0.001687,0.00366,-0.000533,-0.004395,-0.010331,-0.001539,0.001659,0.000764,-0.018058
66181,-0.004978,-0.029665,-0.055988,0.043307,0.001309,-0.052643,0.016003,-0.000326,-0.001847,0.00528,0.00314,0.009176,-0.001391,-0.019549,0.013165,0.015528,0.000584,-0.018466,-0.01465,-0.014429,-0.006569,0.01838,-0.00055,-0.011176,-0.003584,0.023716,-0.01345,-0.007568,-0.005271,0.00372,0.004998,-0.010393,0.005985,-0.000786,-0.015335,-0.01991,0.026659,-0.009638,0.000458,0.019913,-0.02996,0.004974,0.021179,0.009524,-0.026126,-0.011121,0.005681,-0.003631,0.002893,-0.00323,0.009433,0.002752,0.028243,-0.015402,-0.000395,0.003672,-0.00788,0.006411,0.046959,0.003985,-0.008903
76076,0.003852,-0.018465,-0.052529,0.035843,0.004232,-0.038919,0.019603,0.027068,0.015517,0.020859,0.04728,0.005672,-0.006091,-0.017022,-0.008543,0.024686,0.030909,-0.007055,-0.005773,-0.021885,0.005936,0.01044,-0.005166,-0.002032,0.003167,0.02323,0.003967,-0.008562,0.002657,0.001104,-0.007059,-0.016441,0.002259,-0.001352,-0.027985,-0.015092,0.038661,-0.031321,-0.023899,0.029525,-0.043833,0.009022,0.003625,0.015049,-0.026064,0.010803,0.032548,-0.001882,0.021447,-0.007845,0.006977,0.029792,0.000897,-0.001568,-0.010548,0.003629,-0.011525,-0.000686,0.011439,0.01131,-0.009394
65875,0.004254,-0.024309,-0.04681,0.006535,0.003541,-0.03862,0.017129,0.004611,-0.000599,-0.011382,0.004646,0.008243,-0.024527,-0.019624,-0.001877,0.008774,0.016567,-0.021389,-0.006245,0.004608,0.006255,0.009325,0.003695,-0.001023,0.003481,0.0,-0.004285,-0.003074,-0.004111,-0.003302,0.005591,-0.005148,-0.012834,-0.008597,-0.00846,-0.012585,0.01685,0.005099,0.014585,-0.00375,-0.013802,0.00721,0.009053,0.006468,-0.015755,0.000632,0.028772,-0.014295,0.003363,-0.001676,0.015317,0.009506,-0.004708,-0.003908,-0.010944,0.015866,0.020756,0.008657,-0.006786,0.036375,-0.043048
66093,0.045661,-0.027835,-0.037825,0.00546,0.002715,-0.036826,0.013495,0.008877,0.006324,-0.005191,0.016204,0.003784,-0.009962,-0.01251,0.004407,0.006855,0.020152,-0.01575,-0.01546,-0.008264,0.009722,0.009629,0.004632,0.001085,0.005419,-0.001617,0.008367,0.000803,-0.009628,0.00027,-0.00108,-0.011351,-0.006561,-0.009356,-0.0175,-0.018943,-0.000288,0.006054,0.018911,0.002531,-0.015428,0.007692,0.014419,0.007246,-0.014112,0.001123,0.018197,-0.015638,-0.002553,-0.000569,0.014229,-0.007856,-0.004242,-0.011076,-0.004308,0.006346,0.003153,0.005714,-0.059659,-0.001813,-0.010291
19561,0.007252,-0.022497,-0.057407,0.036579,0.021149,-0.048116,0.009616,0.03296,-0.001862,0.004925,0.033667,-0.003984,-0.00476,-0.002773,0.010075,0.002079,0.019122,0.003191,-0.006664,-0.034566,-0.014356,0.023443,-0.010858,-0.005388,0.00487,0.016603,-0.029138,-0.016038,-0.024832,-0.000848,0.001485,0.003904,0.017694,-0.00157,-0.051884,0.004349,0.024829,-0.023862,-0.003426,0.024561,-0.016591,0.025989,-0.010217,0.027364,-0.030559,-0.011162,0.038297,-0.02231,0.030914,-0.024298,0.007562,0.01492,0.012711,-0.001056,-0.005783,0.000502,-0.028863,0.041938,-0.000204,-0.005572,-0.021474
10104,0.000775,-0.029053,-0.040694,0.027241,-0.010729,-0.041539,0.019001,0.0088,0.007061,0.019798,0.024065,0.001382,-0.01617,-0.00922,0.003237,0.018351,0.013267,-0.008599,-0.001183,-0.018946,0.012271,0.019277,0.004094,0.004272,0.007927,0.016114,-0.001322,-0.006049,-0.004945,0.000956,-0.001909,-0.006122,-0.094322,-0.000638,-0.024032,-0.02397,0.037732,-0.023666,-0.008814,0.017119,-0.016175,-0.002666,0.013812,0.009888,-0.024587,0.001561,0.02049,-0.004583,0.00592,0.004359,0.003472,0.013247,0.009001,-0.005523,-0.012602,-0.009301,-0.005895,0.004832,0.00459,-0.009356,0.003075
91233,0.023254,-0.013763,-0.034946,0.028495,-0.003249,-0.048065,0.028515,0.018099,0.011475,0.014108,0.012578,0.005495,-0.001708,-0.01728,0.003656,0.016248,0.012005,-0.010907,-0.000966,-0.012915,0.008819,0.020055,-0.005601,0.009463,0.000223,0.022259,-0.00382,-0.008382,-0.004917,0.004608,0.008842,-0.010792,0.010688,-0.009643,-0.028935,-0.021023,0.031077,-0.026246,-0.012578,0.028236,-0.020324,0.00507,0.007074,0.012148,-0.033277,0.003771,0.025713,-0.013507,0.014156,-0.003032,-0.002295,0.025709,0.00628,-0.002508,-0.010782,-0.009318,-0.012484,-0.004445,0.032991,-0.012461,0.013243
11308,-0.002942,-0.015174,-0.039375,-0.004901,-0.002462,-0.032765,0.000696,0.019476,0.005003,-0.002037,0.01542,0.004466,-0.02201,-0.014776,0.004153,0.011949,-0.000227,-0.009312,-0.00917,0.004859,0.006677,0.003888,0.000911,-0.002504,0.014377,0.008324,-0.00647,0.000898,-0.008975,-0.002513,-0.004809,-0.004602,-0.002312,-0.003707,-0.005581,-0.010056,0.008505,0.004685,0.010026,0.002539,-0.0175,0.016639,0.019825,0.003617,-0.010811,-0.002049,0.00365,0.0,0.000909,0.010902,0.003819,0.004476,-0.008244,-0.004493,-0.012864,0.005487,-0.020691,-0.01486,0.007542,0.013099,-0.002309
18163,-0.005675,-0.018637,-0.037864,0.016284,-0.006555,-0.019795,-0.00374,0.017643,0.00209,-0.010061,0.021443,0.002305,-0.015254,-0.013524,0.007478,0.002598,0.007156,-0.013353,-0.025081,0.002292,0.010165,0.009937,-0.003363,-0.010747,0.010232,0.004002,-0.005356,-0.001753,-0.009032,-0.004177,0.003813,-0.003926,-0.00445,-0.016218,-0.008178,-0.006544,0.006587,0.01806,0.013498,0.005581,-0.023713,0.013695,0.00752,-0.003163,-0.004695,-0.003443,0.002687,-0.001276,-0.006133,0.007456,0.003062,-0.00229,-0.002933,-0.032389,-0.015344,-0.01084,-0.006849,-0.002759,0.006224,0.000825,-0.006455
70519,0.009174,-0.023485,-0.048689,0.021155,0.002272,-0.041606,0.025184,0.014658,0.005618,0.020351,0.004823,-0.003373,-0.004686,0.007063,-0.009481,0.01062,0.007395,-0.016356,-0.011652,-0.024242,0.000271,0.010043,-0.004837,-0.00189,0.00257,0.026987,-0.001183,-0.014601,-0.019223,-0.00177,0.001773,-0.010481,0.003026,0.005485,-0.041053,-0.034277,0.027688,-0.021496,-0.000293,-0.011134,0.003111,0.011372,0.01212,0.01313,-0.02307,0.012245,0.015409,-0.008793,0.03205,-0.015528,-0.013238,-0.00471,-0.010898,0.018846,-0.003984,-0.007429,-0.005181,0.003472,-0.002595,-0.002746,-0.010436
22752,0.010295,-0.021717,-0.036885,-0.016667,0.007573,-0.02058,0.002558,0.010206,-0.009562,0.0,0.019854,0.005358,-0.023272,-0.007821,0.000367,0.005498,0.021688,-0.023903,-0.009137,-0.009591,0.012291,0.000736,-0.001838,0.003131,0.005324,0.006939,0.00399,0.000181,-0.001625,0.008212,0.007602,-0.018682,0.000183,0.000915,-0.010422,-0.013119,0.011796,-0.005366,0.02493,-0.011254,-0.022031,0.015393,0.008319,-0.000183,-0.021456,0.052474,0.005876,-0.005134,0.009609,0.007578,0.025888,0.010571,-0.005905,-0.004752,0.00324,0.024137,-0.002656,-0.007655,-0.003689,0.00101,-0.010089
13721,0.036714,-0.010057,-0.049145,0.015432,0.021763,-0.045239,0.025996,0.00566,-0.000625,0.010907,0.016095,0.032202,-0.005228,-0.000593,-0.002968,0.010123,0.023495,-0.026987,-0.020548,-0.01718,0.010541,0.005389,-0.009511,0.001397,0.019962,0.019486,-0.008299,0.012257,-0.006764,-0.033715,-0.010615,-0.014774,0.005534,-0.001775,-0.127612,-0.006524,-0.022368,-0.03432,0.024563,0.004031,-0.033703,-0.009512,0.025941,-0.007855,-0.026353,0.007797,0.034704,0.000214,-0.00598,-0.003148,0.008385,0.010691,0.0078,-0.013889,-0.004408,0.006156,-0.019427,0.005582,0.060629,0.013239,-0.02208
26403,0.016748,-0.016201,-0.036799,0.01404,-0.013281,-0.032551,0.017168,0.00291,0.007061,0.00461,0.005545,0.012835,-0.005163,-0.008775,0.001809,0.019099,0.023869,-0.044987,-0.016306,-0.005719,0.004095,0.004078,0.014796,-0.012865,0.004248,0.006729,0.004201,-0.013692,0.001639,-0.006352,-0.003584,-0.013512,-0.001281,0.004637,-0.011982,-0.020477,0.021413,-0.012817,-0.008253,0.019282,-0.017722,0.007703,0.015389,0.011491,-0.017236,-0.006477,0.01675,-0.005623,-0.004068,-0.000398,-0.001096,0.019254,-0.009396,-0.003162,-0.006443,-0.000898,-0.00689,0.016992,-0.012951,-0.00611,0.011085
16851,-0.027521,-0.03551,-0.043024,0.059699,-0.017944,-0.033853,0.018619,0.033967,-0.015173,0.008198,0.00729,0.001392,-0.004586,-0.009215,0.01367,0.01849,0.01092,-0.017823,-0.028469,-0.021906,-0.004799,0.017975,0.016222,-0.008758,0.005843,0.023378,-0.012322,-0.010793,-0.022389,-0.016089,0.001179,-0.0206,-0.002554,0.015665,-0.026843,-0.039013,0.022518,-0.013027,-0.019328,0.02083,-0.026213,0.020632,0.005843,0.027477,-0.026437,-0.000314,0.034542,-0.017605,0.026881,-0.004513,0.012695,0.008059,0.00755,-0.02248,-0.007365,-0.006663,-0.03689,0.007281,0.006285,0.004372,-0.016791
89525,-0.015048,-0.01862,-0.046461,0.01199,0.0121,-0.048817,0.00995,-0.000778,0.010898,0.012064,0.016485,-0.007236,-0.008042,-0.011655,-0.005383,0.018041,0.002025,-0.073775,-0.012275,0.009114,-0.001368,0.007947,0.002447,-0.020342,0.021041,0.006779,-0.004579,-0.01434,-0.011255,0.003609,-0.008852,-0.014792,-0.02068,-0.002314,-0.036532,-0.001806,0.011155,-0.016398,0.00879,0.026743,-0.019023,0.004177,0.025097,0.008452,-0.013873,-0.004982,-0.002651,-0.00886,-0.012813,-0.00332,0.015445,-0.007754,0.0,0.006312,-0.008065,0.019874,-0.015353,0.027286,-0.027145,-0.045605,-0.013203
13856,0.0,-0.01355,-0.035477,-0.007863,-0.000528,-0.029515,0.009351,0.006746,0.001876,-0.02702,0.017047,0.000811,-0.014227,-0.013519,0.011667,0.003844,0.011488,-0.000451,-0.010461,-0.007336,0.008509,0.003577,0.001371,0.002373,0.020393,0.004104,0.001866,0.007539,-0.008715,-0.005506,-0.003125,-0.011465,-0.004168,-0.010555,-0.007357,-0.016583,0.006218,0.007771,0.014307,-0.000275,-0.01924,0.010649,0.018394,0.00354,-0.011486,0.000732,0.000183,-0.006581,-0.003405,0.008771,0.006041,-0.009552,-0.01736,-0.01318,-0.02927,0.000976,-0.011113,-0.002859,0.02086,-0.015011,-0.007571
86580,-0.021562,-0.029023,-0.084875,0.055592,0.014274,-0.049301,0.066936,-0.017451,0.020173,0.037785,0.021042,-0.010791,0.02149,-0.030392,0.003271,0.01561,0.002643,-0.002109,-0.0165,-0.040455,0.018647,-0.003763,0.027626,-0.001321,-0.002729,0.017207,0.018057,-0.008208,0.004158,0.002412,0.004572,-0.037847,0.035602,-0.004087,-0.026996,-0.036717,0.049406,-0.077552,-0.018491,0.046262,-0.045511,0.019453,0.003949,-0.021482,-0.032207,0.005414,0.058029,-0.007327,0.036952,-0.013214,-4.3e-05,0.026135,-0.004925,-0.031011,-0.001441,-0.021119,-0.011971,-0.020524,0.039509,0.004929,-0.006318
89393,-0.019349,0.008903,-0.049247,0.045072,-0.004366,-0.054657,-0.002519,0.033992,0.00124,0.02993,0.053647,-0.006244,0.000108,0.008939,-0.010319,0.028007,0.028783,-0.012068,0.00265,-0.003398,0.036709,0.046338,0.032444,-0.012484,-0.012953,0.045552,-0.030594,-0.016869,0.01795,-0.001431,-0.008222,-0.015607,0.012824,-0.003213,-0.030902,-0.018781,0.064498,-0.06137,-0.049619,0.033524,-0.05099,0.012059,0.018578,0.017409,-0.017417,0.003739,0.028076,0.018788,0.018375,0.007761,-0.012418,0.091884,-0.004583,-0.005441,-0.014818,-0.027702,-0.036619,-0.004104,0.026884,-0.007071,0.002245
12490,-0.007941,-0.020751,-0.040873,0.018423,-0.009592,-0.030939,0.013009,0.012641,-0.004293,0.0266,0.008077,0.00109,-0.006531,-0.007734,-0.005066,0.015276,0.019676,-0.012801,-0.004599,-0.012963,0.004421,0.015923,-0.007837,0.016697,-0.013327,0.019845,0.005963,-0.005865,-0.007532,0.009423,0.004072,-0.018158,-0.007309,0.003137,-0.029357,-0.02104,0.030089,-0.009519,0.004016,0.005966,-0.021899,-0.001466,0.028495,-0.000584,-0.022463,0.01408,0.017683,-0.000193,0.017443,-0.008604,0.00753,0.019127,-0.075322,-0.007326,-0.018957,0.006625,-0.002057,0.002611,0.005345,-0.001636,-0.010377
43449,0.004441,-0.01466,-0.032649,0.008117,0.003209,-0.040674,0.011512,0.019279,-0.009152,-0.01484,0.004938,-0.018597,-0.003993,0.009417,0.012733,0.014938,0.003189,-0.017851,-0.011888,-0.012933,-0.04772,0.018615,0.001126,0.007804,0.013519,0.01813,0.00318,0.003043,0.000126,0.021297,0.004641,-0.020633,0.002327,-0.004518,-0.010211,-0.013118,0.019551,-0.003354,0.005906,-0.012815,0.008569,0.016992,0.008292,0.013727,-0.016468,-0.000124,0.009552,0.003502,-0.01053,0.000681,-0.000618,0.005692,-0.004552,-0.014091,-0.004764,0.001386,-0.010504,-0.008772,0.018982,-0.003776,0.057739
92602,-0.019211,-0.01645,-0.04592,0.016618,-0.014452,0.015271,-0.004482,0.024615,0.006348,-0.004949,0.011215,0.005979,-0.013997,0.008459,-0.007135,0.030394,0.005372,-0.024372,-0.005092,0.010913,0.020348,0.008333,0.0026,-0.010095,0.01974,-0.006422,-0.010711,0.000933,-0.0152,-0.005871,-0.014573,-0.016625,-0.014449,-0.014461,-0.000818,-0.020887,0.007529,0.003944,0.031634,-0.003908,-0.018712,0.023683,0.010716,0.007729,-0.006686,-0.003168,0.003972,-0.003759,-0.004666,0.01596,0.0108,0.0034,-0.018006,-0.155757,-0.015997,-0.00712,-0.014103,-0.008243,-0.003912,0.01313,-0.006783
12060,-0.009276,-0.02372,-0.046675,0.024145,-0.00131,-0.052459,0.03391,-0.008032,-0.010121,0.015678,-0.003356,0.013468,-0.020598,-0.016961,0.008972,-0.000684,0.011042,-0.010239,-0.026897,-0.006378,0.007133,0.021247,0.015257,-0.00888,0.000689,0.028926,0.01071,-0.044371,-0.011088,0.006307,-0.003482,-0.016772,-0.030561,0.017595,-0.038184,-0.020974,-0.013772,0.042669,0.017857,-0.01462,-0.026706,0.000762,0.011424,0.011295,-0.02755,-0.017611,0.017147,-0.00613,0.016191,0.02352,-0.011861,0.034509,-0.009427,0.024158,0.039314,-0.001375,0.011019,-0.042916,0.023488,0.0,-0.021558
